KodProduktu;Prognoza_M1;Prognoza_M2;Prognoza_M3
'3G606.01;0;0;0
'3G606.02;0;0;0
'3G607;231,51;243,98;332,23
'3G608;0;0;0
'3G609;0;0;0
'3G610;0;0;0
'3G611;0;0;0
'3G612;0;0;0
'3G613;0;0;0
'3G613.01;6,65;7,61;3,97
'3G613.02;0;0,01;0,12
'3G614;55,69;56,06;43,02
'3G614.01;1,53;1,61;0
'3G615;0;0;0
'3G615.01;0;0;0
'3G616;0;0;0
'3G617;0;0;0
'3G618;567,42;672,08;704,01
'3G619;0;0;0
'3G622;0;0;0
'3G622.01;0;0;0
'3G623;0;0;0
'3G624;0;33,03;0
'3G625;0;0;0
'3G626;0;0;0
'3G627;0;0;0
'3G628;0;0;0
'3G629;0,36;176,46;139,66
'3G629.01;0,19;127,12;92,98
'3G629.02;0,02;79,62;12,77
'3G630;574,46;594,94;515,55
'3G630.01;169,27;155,42;107,51
'3G631;0;0;0
'3G631.01;0;0;0
'3G631.02;0;0;0
'3G632;0;0;0
'3G632.04;0,01;0,12;0,12
'3G632.07;0,01;0,12;0,12
'3G632.10;0,01;0,12;0,12
'3G632.11;0,01;0,12;0,12
'3G633;0;0;0
'3G633.01;0,01;0,12;0,04
'3G634;0;0;0
'3G634.01;0;0;0
'3G634.02;0;0;0
'3G634.03;0;0;0
'3G634.04;0;0;0
'3G634.05;0;0;0
'3G636;0,01;0,13;0
'3G639;0;0;0
'3G639.01;0;0;0
'3G639.02;0;0;0
'3G639.03;0;0;0
'3G639.04;0;0;0
'3G639.05;0;0;0
'3G639.06;0;0;0
'3G639.07;0;0;0
'3G639.08;0,01;0,04;0,12
'3G639.09;0,01;0,04;0,12
'3G639.10;0;0;0
'3G639.11;0,01;0;0,01
'3G639.12;0,77;2,05;2,29
'3G640;0;0;0
'3G640.01;0;0;0
'3G640.02;112,76;113,51;120,39
'3G640.04;112,76;113,51;120,39
'3G640.05;0;0;0
'3G640.06;0;0;0
'3G640.07;0;0;0
'3G640.08;0;0;0
'3G640.09;0,01;0,04;0,12
'3G640.10;0,77;1,54;1,61
'3G640.11;0,01;0;0,01
'3G641;0;0;0
'3G641.01;0;0;0
'3G641.02;0;0,73;1,96
'3G641.03;0;0;0
'3G641.04;0;0;0
'3G641.05;0;0;0
'3G641.06;0;0;0
'3G641.07;0,01;0;0,01
'3G641.08;0,01;0;0,01
'3G641.11;40,21;40,99;40,99
'3G642.01;0;0;0
'3G643;11,7;9,34;10,43
'3G643.01;0;0;0
'3G643.02;0;0;0
'3G643.03;0;0;0
'3G643.04;18,39;18,29;18,57
'3G644;0;0;0
'3G644.01;0;0;0
'3G644.02;0;0;0
'3G645;0;0;0
'3G646;0;0;0
'3G647;0;0;0
'3G647.01;0;0;0
'3G647.02;0;0;0
'3G648;0;0;0
'3G649;0;0;0
'3G650;0;0;0
'3G651;0;0;0
'3G652;0;0;0
'3G653;0;0;0
'3G654;0;0;0
'3G655;0;0;0
'3G656;0;0;0
'3G658;0;0;0
'3G659;0;0;0
'3G659.01;0;0;0
'3G660;0;0;0
'3G661;50,84;49,27;49,49
'3G662;100,01;99,11;160,16
'3G666;0,01;0,12;0
'3G667;0;0;0
'3G667.02;0;0;0
'3G667.04;0;0;0
'3G667.05;0;0;0
'3G667.06;0;0;0
'3G667.07;0;0;0
'3G668;0;0;0
'3G669;0;0;0
'3G670;0;0;0
'3G671;0;0;0
'3G672;0;0;0
'3G673;0;0;0
'3G674;1,15;1,3;1,3
'3G675;34,18;22,35;11,28
'3G675.01;21,65;21,99;22,33
'3G676;0;0;0
'3G677;0;0;0
'3G677.01;0;0;0
'3G678;0;0;0
'3G679;0;0;0
'3G680;0,01;0,12;0,04
'3G681;479,48;448,05;465,48
'3G681.02;585,77;625,64;591,44
'3G681.03;607,12;590,39;590,41
'3G681.04;0,71;2,08;2,29
'3G681.05;17,26;17,8;18,51
'3G682;100,01;99,11;97,05
'3G683;0;0;0
'3G683.01;0;0;0
'3G684;18,39;18,29;18,57
'3G685;0;0;0
'3G686;0;0;0
'3G687;0;0,02;0
'3G687.01;0,01;0,12;0,12
'3G688;0;0;0
'3G689;0,01;0,12;0,12
'3G690;0;0;0
'3G690.01;0;0;0
'3G690.02;0;0;0
'3G691;0;0;0
'3G692;0;0;0
'3G694;0;0;0
'3G694.01;0;0;0
'3G695;0,01;0;0,01
'3G695.01;0,01;0;0,01
'3G697;0;0;0
'3G698;0;0,01;0,04
'3G698.01;0;0,01;0,12
'3G699;0;0,01;0,12
'3G699.01;0;0;0
'3G700.02;6,23;0,33;0
'3G700.03;51,38;31,49;19,82
'3G700.04;0,01;0,12;0,12
'3G701;0,68;1,38;1,3
'3G701.01;0,68;1,38;1,3
'3G701.02;0,01;0,12;0,12
'3G701.03;0,01;0,12;0,12
'3G701.04;0,01;0,12;0,12
'3G701.05;0,01;0,12;0,12
'3G701.06;0,01;0,12;0,12
'3G701.07;0,01;0,12;0,12
'3G701.08;0,12;0,23;0,4
'3G701.09;0,12;0,23;0,4
'3G701.10;0,12;0,23;0,4
'3G701.11;0,01;0,12;0,12
'3G702;0,01;0;0,01
'3G703;0,01;0;0,01
'3G704;0;0;0
'3G705;0,01;0,12;0,12
'3G706;0;0;0
'3G706.01;0;0;0
'3G706.02;0;0;0
'3G706.03;0;0;0
'3G707;0;0;0
'3G707.01;0,01;0,12;0,12
'3G708;0;0;0
'3G709;0;0;0
'3G710;0,73;0,7;0,7
'3G711;0;0;0
'3G711.01;0;0;0
'3G711.02;0;0;0
'3G712;0,01;0,12;0,12
'3G717;0,01;0,12;0,12
'3G718;0,01;0,12;0
'3G718.01;0,01;0,12;0
'3G718.02;0,01;0,12;0
'3G719;0,01;0,12;0,04
'3G720;0,01;0,12;0,12
'3G720.01;202,07;202,08;207,59
'3G721;417,79;440,73;408,95
'3G722;0,01;0,12;0
'3G723;0,01;0,12;0,12
'3G724;0,01;0,12;0,12
'3G724.01;0,01;0,12;0,12
'3G725;0,01;0,12;0
'3G726;0,01;0,12;0,04
'3G727;4,22;4,6;3,7
'3G729;0,01;0,12;0,12
'3G730;0,01;0,12;0,12
'3G731;0,68;0,7;0,7
'3G732;0,68;0,7;0,7
'3G733;0,55;0,5;0,5
'3G734;0,01;0,12;0,12
'3G735;0,01;0,12;0,12
'3G736;0,81;0,7;0,7
'3G737;0,01;0,12;0,12
'3G738;0,01;0,12;0,04
'3G739;0,73;0,7;0,7
'3G740;0,71;1,99;1,22
'3G740.01;8,56;9,52;10,11
'3G742;0,81;1,76;1,9
'3G743;0,68;1,38;1,3
'3G744;0,01;0,12;0,04
'3G745;0,01;0,12;0,12
'3G746;0,01;0,12;0,12
'3G747;0,01;0,12;0,12
'3G748;0,01;0,12;0,12
'3G748.01;0,01;0,12;0,12
'3G748.02;0,01;0,12;0,12
'3G751;12,51;12,57;12,72
'3G752;0,7;0,7;0,7
'3G753;0,01;0,12;0,12
'3G754;0,01;0,12;0,12
'3G755;0,01;0,37;0,44
'3G756;0,01;0,12;0,12
'3G757;2,57;2,81;3,06
'3G758;1,28;2,48;2,62
'3G759;0,01;0,12;0,12
'3G760;0,01;0,12;0,12
'3G762;1,24;3,77;4,53
'3G762.01;1,24;3,77;4,53
'3G762.02;1,24;3,77;4,53
'3G762.03;1,24;3,77;4,53
'3G762.04;1,24;3,77;4,53
'3G762.05;1,24;3,77;4,53
'3G762.06;1,24;3,77;4,53
'3G763;115,99;113,51;113,69
'3G763.01;41,33;44,76;44,72
'3G764;0,01;0,12;0,12
'3G764.01;12,5;12,57;12,72
'3G765;471,21;447,95;465,48
'3G766;0,01;0,12;0,12
'3G766.01;0,7;0,7;0,7
'3G766.02;10,1;10,16;10,2
'3G766.03;0,7;0,7;0,7
'3G767;0;0;0,01
'3G768;0,03;0,53;0,5
'3G769;72,59;71,77;78,98
'3G770;0,01;0,12;0,12
'3G770.01;0,01;0,12;0,12
'3G771;0,01;0,12;0,12
'3G771.01;0,7;0,7;0,7
'3G772;0,68;1,38;1,3
'3G772.01;0,68;1,38;1,3
'3G774;139,01;146,0;141,21
'3G774.01;253,77;266,72;266,59
'3G775;0,01;0,12;0,12
'3G775.01;21,48;19,59;19,86
'3G776;0,01;0,12;0,12
'3G777;0,01;0,12;0,12
'3G779;0,68;1,38;1,3
'3G780;43,63;44,72;44,72
'3G780.01;55,51;56,52;56,52
'3G781;0,7;0,7;0,7
'3G784;55,78;56,06;56,52
'3G785;183,95;186,07;195,87
'3R01;0;0;0
'3R02;0;0;0
'3R02.01;0;0;0
'3R02.02;0;0;0
'3R02.03;0;0;0
'3R03;0;0;0
'3R06;0;0;0
'3R08;0;0;0
'3R09;0;0;0
'3R10;0;0;0
'3R10.01;0;0;0
'3R10.02;0;0;0
'3R10.03;0;0;0
'3R11;0;0;0
'3R12;0;0;0
'3R13;0;0;0
'3R14;0;0;0
'3R14.01;0;0;0
'3R14.02;0;0;0
'3R14.03;0;0;0
'3R15.01;0;0;0
'3R15.02;0;0;0
'3R15.03;0;0;0
'3R17;0;0;0
'3R18;0;0;0
'3R19;0;0;0
'3R20;0;0;0
'3R21;0;0;0
'3R22;0;0;0
'3R23;0;0;0
'3R24;0;0;0
'3R25;0;0;0
'3R27.01;0;0;0
'3R27.02;0;0;0
'3R27.03;0;0;0
'3R27.04;0;0;0
'3R28;0;0;0
'3R29;0;0;0
'3R30;0;0;0
'3R32;0;0;0
'3R33;0;0;0
'3R35;0;0;0
'3R36;0;0;0
'3R37;0;0;0
'3R38;0;0;0
'3R39;0;0;0
'3R40;0;0;0
'3R41;0;0;0
'3R41.01;0;0;0
'3R41.02;0;0;0
'3R42;0;0;0
'3R42.01;0;0;0
'3R42.02;0;0;0
'3R43;0;0;0
'3R43.01;0;0;0
'3R43.02;0;0;0
'3R44;0;0;0
'3R44.01;0;0;0
'3R44.02;0;0;0
'3R45;0;0;0
'3R45.01;0;0;0
'3R45.02;0;0;0
'3R46;0;0;0
'3R47;0;0;0
'3R48;0;0;0
'3R49;0;0;0
'3R49.01;0;0;0
'3R49.02;0;0;0
'3R50;0;0;0
'3R50.01;0;0;0
'3R50.02;0;0;0
'3R51;0;0;0
'3R52;0;0;0
'3R53;0;0;0
'3R54;0;0;0
'3R55;0;0;0
'3R57;0;0;0
'3R58;0;0;0
'3R59;0;0;0
'3R60;0;0;0
'3R61;0;0;0
'3R62;0;0;0
'3R63;0;0;0
'3R64;0;0;0
'3R65;0;0;0
'3R66;0;0;0
'3R66.01;0;0;0
'3R67;0;0;0
'3R67.01;0;0;0
'3R68;0;0;0
'3R68.01;0;0;0
'3R69;0;0;0
'3R70;0;0;0
'3R70.01;0;0;0
'3R71;0;0;0
'3R73;0;0;0
'3R73.01;0;0;0
'3R73.02;0;0;0
'3R73.03;0;0;0
'3R73.04;0;0;0
'3R73.05;0;0;0
'3T001;0;0;0
'3T002;0;0;0
'3T003;0;0;0
'3T004;0;0;0
'3T005;0;0;0
'3T006;0;0;0
'3T007;0;0;0
'3T008;0;0;0
'3T009;0;0;0
'3T010;0;0;0
'3T011;0;0;0
'3T012;0;0;0
'3T013;0;0;0
'3T014;0;0;0
'3T015;0;0;0
'3T016;0;0;0
'3T017;0;0;0
'3T018;0;0;0
'3T019;0;0;0
'3T020;0;0;0
'3T021;0;0;0
'3T022;0;0;0
'3T023;0;0;0
'3T024;0;0;0
'3T025;0;0;0
'3T026;0;0;0
'3T027;0;0;0
'3T028;0;0;0
'3T029;0;0;0
'3T030;0;0;0
'3T031X;0;0;0
'3T032;0;0;0
'3T033;0;0;0
'3T034;0;0;0
'3T035;0;0;0
'3T036;0;0;0
'3T037;0;0;0
'3T038;0;0;0
'3T039;0;0;0
'3T040;0;0;0
'3T041;0;0;0
'3T042;0;0;0
'3T043;0;0;0
'3T044;0;0;0
'3T045;0;0;0
'3T046;0;0;0
'3T047;0;0;0
'3T048;0;0;0
'3T049;0;0;0
'3T050;0;0;0
'3T051;0;0;0
'3T052;0;0;0
'3T053;0;0;0
'3T054;0;0;0
'3T055;0;0;0
'3T056;0;0;0
'3T057;0;0;0
'3T058;0;0;0
'3T059;0;0;0
'3T060;0;0;0
'3T061;0;0;0
'3T062;0;0;0
'3T063;0;0;0
'3T064;0;0;0
'3T065;0;0;0
'3T066;0;0;0
'3T067;0;0;0
'3T068;0;0;0
'3T069;0;0;0
'3T070;0;0;0
'3T071;0;0;0
'3T072;0;0;0
'3T073;0;0;0
'3T074;0;0;0
'3T075;0;0;0
'3T076;0;0;0
'3U001;0;0;0
'3U002;0;0;0
'3U003;0;0;0
'3U004;0;0;0
'3U005;0;0;0
'3U006;0;0;0
'3U007;0;0;0
'3U008;0;0;0
'3U008.01;0;0;0
'3U008.02;0;0;0
'3U008.03;0;0;0
'3U008.04;0;0;0
'3U008.05;0;0;0
'3U008.06;0;0;0
'3U009;0;0;0
'3U010;0;0;0
'3U012;0;0;0
'3U013;421,13;440,56;393,79
'3U015;0;0;0
'3U016;0;0;0
'3U018;0;0;0
'3U019;0;0;0
'3U022;0;0;0
'3U023;0;0;0
'3U024;0;0;0
'3U025;0;0;0
'3U026;0;0;0
'3U027;0;0;0
'3U028;0;0;0
'3U029;0;0;0
'3U030;0;0;0
'3U031;0;0;0
'3U032;0;0;0
'3U033;0;0;0
'3U034;0;0;0
'3U035;0;0;0
'3U036;0;0;0
'3U037;0;0;0
'3U038;0;0;0
'3U039;0;0;0
'3U040;0,73;0,7;0,7
'3U041;0,73;0,7;0,7
'3U042;0;0;0
'3U042.01;0;0;0
'3U042.02;0;0;0
'3U042.03;0;0;0
'3U042.04;0;0;0
'3U042.05;0;0;0
'3U042.06;0;0;0
'3U042.07;0;0;0
'3U042.08;0;0;0
'3U042.09;0;0;0
'3U042.10;0;0;0
'3U046;0;0;0
'3U048;0;0;0
'3U048.01;0;0;0
'3U048.02;0;0;0
'3U048.03;0;0;0
'3U048.04;0;0;0
'3U049;0;0;0
'3U050;0;0;0
'3U051;0;0;0
'3U051.01;0;0;0
'3U051.02;0;0;0
'3U051.03;0;0;0
'3U051.04;0;0;0
'3U051.05;0;0;0
'3U051.06;0;0;0
'3U051.07;0;0;0
'3U051.08;0;0;0
'3U052;0,71;1,7;1,9
'3U052.01;0,71;1,7;1,9
'3U053;0;0;0
'3U053.01;0;0;0
'3U053.02;0;0;0
'3U054;0;0;0
'3U055;0;0;0
'3U055.01;0;0;0
'3U056;0;0;0
'3U057;0;0;0
'3U058;0;0;0
'3U059;0;0;0
'3U060;0;0;0
'3U060.01;0;0;0
'3U061;0;0;0
'3U062;0;0;0
'3U063;0;0;0
'3U064;0;0;0
'3U065;0;0;0
'3U066;0;0;0
'3U067;0;0;0
'3U068;0;0;0
'3U069;0;0;0
'3U070;0;0;0
'3U071;0;0;0
'3U072;0;0;0
'3U073;0;0;0
'3U074;0;0;0
'3U075;0;0;0
'3U076;0;0;0
'3U077;0;0;0
'3U078;0;0;0
'3U079;0;0;0
'3U080;0;0;0
'3U085;0;0;0
'3U086;0;0;0
'3U087;0;0;0
'3U088;0;0;0
'3U089;0;0;0
'3U090;0;0;0
'3U091;0;0;0
'3U092;0;0;0
'3U093;0;0;0
'3U094;0;0;0
'3U095;0;0;0
'3U096;0;0;0
'3U097;0;0;0
'3U098;0;0;0
'3U099;0;0;0
'3U100;0;0;0
'3U101;0;0;0
'3U102;0;0;0
'3U103;0;0;0
'3U104;0;0;0
'3U105;0;0;0
'3U106;0;0;0
'3U107;0;0;0
'3U108;0;0;0
'3U109;0;0;0
'3U110;0;0;0
'3U111;0;0;0
'3U112;0;0;0
'3U112.01;0;0;0
'3U113;0;0;0
'3U113.01;0;0;0
'3U114;0;0;0
'3U115;0;0;0
'3U116;0;0;0
'3U117;0;0;0
'3U118;0;0;0
'3U118.01;0;0;0
'3U119;0;0;0
'3U120;0;0;0
'3U121;0;0;0
'3U122;0;0;0
'3U123;0;0;0
'3U124;0;0;0
'3U125;0;0;0
'3U126;0;0;0
'3U127;0;0;0
'3U128;0;0;0
'3U129;0;0;0
'3U130;0;0;0
'3U131;0;0;0
'3U132;0;0;0
'3U133;0;0;0
'3U134;0;0;0
'3U135;0;0;0
'3U136;0;0;0
'3U137;0;0;0
'3U138;0;0;0
'3U139;0;0;0
'3U140;0;0;0
'3U141;0;0;0
'3U142;0;0;0
'3U143;0;0;0
'3U144;0;0;0
'3U145;0;0;0
'3U146;0;0;0
'3U146.01;0;0;0
'3U147;0;0;0
'3U148;0;0;0
'3U149;0;0;0
'3U150;0;0;0
'3U151;0;0;0
'3U152;0;0;0
'3U153;0;0;0
'3U154;0;0;0
'3U155;0;0;0
'3U156;0;0;0
'3U157;0;0;0
'3U158;0;0;0
'3U159;0;0;0
'3U160;0;0;0
'3U161;0;0;0
'3U162;0;0;0
'3U163;0;0;0
'3U164;0;0;0
'3U165;0;0;0
'3U166;0;0;0
'3U168;0;0;0
'3U169;0;0;0
'3U170;0;0;0
'3U171;0;0;0
'3U172;0;0;0
'3U173;0;0;0
'3U174;0;0;0
'3U175;0;0;0
'3U176;0;0;0
'3U176.01;0;0;0
'3U177;0;0;0
'3U178;0;0;0
'3U179;0;0;0
'3U180;0;0;0
'3U181;0;0;0
'3U184;0;0;0
'3U185;0;0;0
'3U186;0;0;0
'3U187;0;0;0
'3U188;0;0;0
'3U189;0;0;0
'3U190;17,16;17,26;1,89
'3U191;0;0;0
'3U195;0;0;0
'3U196;153,24;153,6;130,53
'3U197;0;0;0
'3U198;0;0;0
'3U199;0;0;0
'3U200;0;0;0
'3U201;0;0;0
'3U202;0;0;0
'3U203;0;0;0
'3U204;0;0;0
'3U205;0;0;0
'3U206;0;0;0
'3U207;0;0;0
'3U208;0;0;0
'3U209;0;0;0
'3U210;0;0;0
'3U211;0;0;0
'3U212;0;0;0
'3U213;0;0;0
'3U214;0;0;0
'3U215;0;0;0
'3U216;0;0;0
'3U217;0;0;0
'3U221;0;0;0
'3U223;0;0;0
'3U224;0;0;0
'3U225;0;0;0
'3U226;0;0;0
'3U227;0;0;0
'3U228;0;0;0
'3U230;0;0;0
'3U231;0;0;0
'3U232;0;0;0
'3U233;0;0;0
'3U234;0;0;0
'3U235;0;0;0
'3U236;0;0;0
'3U237;0;0;0
'3U238;0;0;0
'3U239;0;0;0
'3U260;18,39;41,22;19,91
'3U261;29,42;67,12;38,75
'3U262;0,68;8,13;8,61
'3U263;18,39;41,22;19,91
'3U266;0;0;0
'3U267;0;0;0
'3U268;0;0;0
'3U269;0;0;0
'3U270;0;0;0
'3U271;0;0;0
'3U272;0;0;0
'3U273;0;0;0
'3U274;0;0;0
'3U275;0;0;0
'3U276;0;0;0
'3U277;0;0;0
'3U278;0;0;0
'3U279;0;0;0
'3U281;0;0;0
'3U282;0;0;0
'3U283;0;0;0
'3U284;0;0;0
'3U285;0;0;0
'3U286;0;0;0
'3U287;0;0;0
'3U288;0;0;0
'3U289;0;0;0
'3U290;0;0;0
'3U291;0;0;0
'3U292;0;0;0
'3U293;0;0;0
'3U294;0;0;0
'3U295;0;0;0
'3U296;0;0;0
'3U297;0;0;0
'3U298;0;0;0
'3U299;0;0;0
'3U300;0;0;0
'3U301;0;0;0
'3U302;0;0;0
'3U303;0;0;0
'3U304;0;0;0
'3U305;0;0;0
'3U306;0;0;0
'3U307;0;0;0
'3U308;0;0;0
'3U309;0;0;0
'3U310;0;0;0
'3U311;0;0;0
'3U312;0;0;0
'3U313;0;0;0
'3U320;0;0;0
'3U321;0;0;0
'3U322;0;0;0
'3U323;0;0;0
'3U324;0;0;0
'3U325;0;0;0
'3U326;0;0;0
'3U327;0;0;0
'3U328;0;0;0
'3U329;0;0;0
'3U330;0;0;0
'3U331;0;0;0
'3U332;0;0;0
'3U333;0;0;0
'3U334;0;0;0
'3U335;0;0;0
'3U336;0;0;0
'3U337;0;0;0
'3U338;0;0;0
'3U338.01;0;0;0
'3U339;0;0;0
'3U340;0;0;0
'3U341;0;0;0
'3U342;0;0;0
'3U343;0;0;0
'3U344;0;0;0
'3U345;0;0;0
'3U346;0;0;0
'3U347;0;0;0
'3U350;0,68;0,7;0,7
'3U351;0;0;0
'3U352;0;0;0
'3U353;0;0;0
'3U354;0;0;0
'3U355;0;0;0
'3U356;0;0;0
'3U357;0;0;0
'3U358;0;0;0
'3U359;0;0;0
'3U360;0;0;0
'3U361;0;0;0
'3U362;0;0;0
'3U363;0;0;0
'3U364;0;0;0
'3U365;0;0;0
'3U366;0;0;0
'3U367;0,68;1,38;1,3
'3U368;0;0;0
'3U369;0;0;0
'3U370;0;0;0
'3U371;0;0;0
'3U372;0;0;0
'3U373;0;0;0
'3U374;0,01;0,12;0,12
'3U375;0;0,01;0,12
'3U376;0,77;2,05;2,29
'3U385;0;0;0
'3U386;0;0;0
'3U387;0;0;0
'3U388;0;0;0
'3U389;0;0;0
'3U390;0;0;0
'3U391;0;0;0
'3U392;0;0;0
'3U393;0;0;0
'3U394;0;0;0
'3U395;0;0;0
'3U396;0;0;0
'3U396.01;0;0;0
'3U397;0;0;0
'3U397.01;0;0;0
'3U398;0;0;0
'3U398.01;0;0;0
'3U399;0;0;0
'3U400;0;0;0
'3U401;0;0;0
'3U404;0;0;0
'3U405;0;0;0
'3U406;12,69;13,42;13,42
'3U407;18,06;18,85;18,85
'3U408;8,6;8,66;8,66
'3U409;0;0;0
'3U410;0;0;0
'3U411;0;0;0
'3U412;0;0;0
'3U413;0;0;0
'3U414;0;0,68;0,22
'3U415;0;0,01;0,12
'3U416;0;0;0
'3U416.01;0;0;0
'3U418;0;0;0
'3U419;0;0;0
'3U420;0;0;0
'3U421;0;0;0
'3U422;0;0;0
'3U422.01;0;0;0
'3U423;0;0;0
'3U424;0;0;0
'3U425;0;0;0
'3U426;0;0;0
'3U427;0;0;0
'3U428;0;0;0
'3U429;0;0;0
'3U430;0;0;0
'3U431;0;0;0
'3U432;0;0;0
'3U433;0;0;0
'3U434;0;0;0
'3U435;0;0;0
'3U436;0;0;0
'3U437;0;0;0
'3U438;0;0;0
'3U439;0;0;0
'3U440;0;0;0
'3U441;0;0;0
'3U442;0;0;0
'3U443;0;0;0
'3U444;0;0;0
'3U445;0;0;0
'3U446;0;0;0
'3U447;0;0;0
'3U450;0;0;0
'3U451;0;0;0
'3U452;0;0;0
'3U455;0;0;0
'3U456;0;0;0
'3U457;0;0;0
'3U458;0;0;0
'3U459;0;0;0
'3U460;0;0;0
'3U461;0;0;0
'3U462;0;0;0
'3U463;0;0;0
'3U464;0;0;0
'3U465;0;0;0
'3U466;0;0;0
'3U467;0;0;0
'3U468;0;0;0
'3U469;0;0;0
'3U470;0;0;0
'3U471;0;0;0
'3U472;0;0;0
'3U473;0;0;0
'3U474;0;0;0
'3U475;0;0;0
'3U476;0;0;0
'3U477;0;0;0
'3U478;0;0;0
'3U479;0;0;0
'3U479.01;0;0;0
'3U480;0;0;0
'3U481;0;0;0
'3U482;0;0;0
'3U484;0;0;0
'3U484.01;0;0;0
'3U485;0;0;0
'3U486;0;0;0
'3U487;0;0;0
'3U488;0;0;0
'3U491;0;0;0
'3U492;0;0;0
'3U493;0;0;0
'3U494;0;0;0
'3U495;0;0;0
'3U496;0;0;0
'3U497;0;0;0
'3U498;0;0;0
'3U499;0;0;0
'3U500;0;0;0
'3U501;0;0;0
'3U502;0;0;0
'3U503;0;0;0
'3U504;0;0;0
'3U505;0;0;0
'3U506;0;0;0
'3U507;0;0;0
'3U508;0;0;0
'3U509;0;0;0
'3U510;0;0;0
'3U511;0,01;0,12;0
'3U511.01;0,01;0,12;0,12
'3U511.02;153,32;153,43;161,3
'3U515;0;0;0
'3U516;0;0;0
'3U517;0;0;0
'3U518;0;0;0
'3U519;0;0;0
'3U520;0;0;0
'3U521;0;0;0
'3U522;0;0;0
'3U523;0;0;0
'3U524;0;0;0
'3U525;0;0;0
'3U526;0;0;0
'3U527;0;0;0
'3U528;0;0;0
'3U529;0;0;0
'3U534;0;0;0
'3U535;0;0;0
'3U536;0;0;0
'3U537;0;0;0
'3U539;0;0;0
'3U540;0;0;0
'3U541;0;0;0
'3U542;0;0;0
'3U543;0;0;0
'3U544;0;0;0
'3U545;0;0;0
'3U546;0;0;0
'3U547;0;0;0
'3U548;0;0;0
'3U549;0;0;0
'3U550;0;0;0
'3U551;0;0;0
'3U552;0;0;0
'3U553;0;0;0
'3U554;0;0;0
'3U555;0;0;0
'3U556;0;0;0
'3U557;0;0;0
'3U558;0;0;0
'3U559;0;0;0
'3U560;0;0;0
'3U561;0;0;0
'3U562;0;0;0
'3U563;0;0;0
'3U564;0;0;0
'3U565;0;0;0
'3U566;0;0;0
'3U567;0,71;1,7;1,9
'3U568;0,71;1,7;1,9
'3U577;0;0;0
'3U577.01;0;0;0
'3U577.02;0;0;0
'3U577.03;0;0;0
'3U577.04;0;0;0
'3U577.05;0;0;0
'3U577.06;0;0;0
'3U577.07;0;0;0
'3U577.08;0;0;0
'3U577.09;0;0;0
'3U577.10;0;0;0
'3U577.11;0;0;0
'3U577.12;0;0;0
'3U577.13;0;0;0
'3U578;0;0;0
'3U579;0;0;0
'3U580;0;0;0
'3U581;0;0;0
'3U582;0;0;0
'3U583;0;0;0
'3U584;0;0;0
'3U585;0;0;0
'3U586;0;0;0
'3U587;0;0;0
'3U588;0;0;0
'3U589;0;0;0
'3U590;0;0;0
'3U591;0;0;0
'3U592;0;0;0
'3U593;0;0;0
'3U594;0;0;0
'3U595;12,51;9,66;5,18
'3U596;21,48;14,75;5,36
'3U597;12,51;9,66;5,18
'3U598;12,51;9,66;5,18
'3U599;0;0;0
'3U599.01;0;0;0
'3U599.02;0;0;0
'3U599.03;0;0;0
'3U599.04;0;0;0
'3U600;0;0;0
'3U600 F;0;0;0
'3U601;0;0;0
'3U601 F;0;0;0
'3U602;0;0;0
'3U603;0;0;0
'3U604;0;0;0
'3U605;0;0;0
'3U606;0;0;0
'3U607;0;0;0,05
'3U608;0;0;0,05
'3U609;0;0;0
'3U609.01;0;0;0
'3U611;0,01;0,04;0,12
'3U625;0,01;0,12;0,12
'3U626;0,01;0,12;0,12
'3U627;0,01;0,12;0,12
'3U628;0,01;0,04;0,12
'3U628.01;0,01;0,04;0,12
'3U628.02;0,01;0,04;0,12
'3U628.03;0,42;0,19;0,4
'3U628.04;0,77;0,22;0,4
'3U629;0,01;0;0
'3U630;0,01;0;0,01
'3U631;0,01;0,12;0
'3U631.01;0,01;0,12;0,04
'3U631.02;0,01;0,12;0,04
'3U632;0,01;0,12;0,12
'3U633;0,01;0,12;0,12
'3U634;0,01;0,12;0
'3U634.01;0,01;0,12;0
'3U635;0,73;2,01;2,29
'3U636;0,01;0,12;0,12
'3U637;0,01;0,12;0,12
'3U638;0,01;0,12;0,12
'3U639;0,01;0,12;0,12
'3U640;0,01;0,12;0,12
'3U640.01;0,01;0,12;0,12
'3U640.02;0,01;0,12;0,12
'3U640.03;0,01;0,12;0,12
'3U640.04;0,01;0,12;0,12
'3U640.05;0,01;0,12;0,12
'3U640.06;0,01;0,12;0,12
'3U640.07;0,01;0,12;0,12
'3U641;0,01;0,12;0,12
'3U642;0,01;0,12;0,12
'3U642.01;0,01;0,12;0,12
'3U643;0,01;0,12;0,12
'3U643.01;0,01;0,12;0,12
'3U651;0,73;2,01;2,29
'3U652;0,01;0,12;0,12
'3U653;0,01;0,12;0,12
'3U654;1334,47;1455,53;1529,63
'3U654.01;2530,83;2127,36;3551,8
'3U654.02;1334,47;1455,53;1529,63
'3U654.03;1334,47;1455,53;1529,63
'3U654.04;1334,47;1455,53;1529,63
'3U654.05;1334,47;1455,53;1529,63
'3U655;0,01;0,12;0,12
'3U656;1,15;2,96;3,32
'3U657;0;0;0,01
'3U658;1,15;2,96;3,32
'3U659;0;0;0,01
'3U660;0,7;0,7;0,7
'3U662;0,7;0,7;0,7
